I.Q. (1994)|Quiz Show (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Fish Called Wanda, A (1988)|Wrong Trousers, The (1993)|Good, The Bad and The Ugly, The (1966)|Army of Darkness (1993)|Grand Day Out, A (1992)|Jerry Maguire (1996)
Santa Clause, The (1994)|Sleepless in Seattle (1993)|Dances with Wolves (1990)|Moll Flanders (1996)|Clockwork Orange, A (1971)|Sting, The (1973)|Unforgiven (1992)|Pinocchio (1940)|Some Like It Hot (1959)|Treasure of the Sierra Madre, The (1948)
Citizen Kane (1941)|Empire Strikes Back, The (1980)|Clockwork Orange, A (1971)|Army of Darkness (1993)|Good Will Hunting (1997)|Amityville Curse, The (1990)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Miller's Crossing (1990)|American in Paris, An (1951)|Farewell My Concubine (1993)
Private Benjamin (1980)|Amadeus (1984)|Bridge on the River Kwai, The (1957)|Jerry Maguire (1996)|Good Will Hunting (1997)|In the Name of the Father (1993)|Client, The (1994)|Some Like It Hot (1959)|Touch of Evil (1958)|2 Days in the Valley (1996)
Citizen Kane (1941)|Bedknobs and Broomsticks (1971)|Nikita (La Femme Nikita) (1990)|Raising Arizona (1987)|Ghost (1990)|Some Like It Hot (1959)|His Girl Friday (1940)|M (1931)|Threesome (1994)|House Arrest (1996)
Air Bud (1997)|Gattaca (1997)|Marvin's Room (1996)|Hoodlum (1997)|In & Out (1997)|White Man's Burden (1995)|Mary Shelley's Frankenstein (1994)|MatchMaker, The (1997)|Career Girls (1997)|You So Crazy (1994)
Hoodlum (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Mother (1996)|Kiss the Girls (1997)|Mad City (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Mrs. Dalloway (1997)|You So Crazy (1994)
Kolya (1996)|Crash (1996)|Cop Land (1997)|Critical Care (1997)|Waterworld (1995)|Mary Shelley's Frankenstein (1994)|Excess Baggage (1997)|That Darn Cat! (1997)|Soul Food (1997)|You So Crazy (1994)
Secrets & Lies (1996)|Air Force One (1997)|Ulee's Gold (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Jackal, The (1997)|Benny & Joon (1993)|Home Alone 3 (1997)
Absolute Power (1997)|Hoodlum (1997)|Crash (1996)|One Flew Over the Cuckoo's Nest (1975)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Fire on the Mountain (1996)|Benny & Joon (1993)
Babe (1995)|Contact (1997)|Deceiver (1997)|U Turn (1997)|Critical Care (1997)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Flubber (1997)|Kundun (1997)
Dances with Wolves (1990)|One Flew Over the Cuckoo's Nest (1975)|Birds, The (1963)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Bride of Frankenstein (1935)|You So Crazy (1994)
Bad Boys (1995)|Lone Star (1996)|Sting, The (1973)|Nikita (La Femme Nikita) (1990)|Unforgiven (1992)|In the Name of the Father (1993)|Transformers: The Movie, The (1986)|Around the World in 80 Days (1956)|Hour of the Pig, The (1993)|Tin Men (1987)
Gattaca (1997)|Midnight in the Garden of Good and Evil (1997)|Critical Care (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)
Rock, The (1996)|Striptease (1996)|Frighteners, The (1996)|Up Close and Personal (1996)|Scream (1996)|Donnie Brasco (1997)|One Flew Over the Cuckoo's Nest (1975)|Bastard Out of Carolina (1996)|Vampire in Brooklyn (1995)|Loch Ness (1995)
Smilla's Sense of Snow (1997)|Chasing Amy (1997)|L.A. Confidential (1997)|Apt Pupil (1998)|Deconstructing Harry (1997)|Walk in the Clouds, A (1995)|Mary Shelley's Frankenstein (1994)|Swiss Family Robinson (1960)|Three Caballeros, The (1945)|C'est arrivé près de chez vous (1992)
Forrest Gump (1994)|Aliens (1986)|Return of the Jedi (1983)|In & Out (1997)|Kama Sutra: A Tale of Love (1996)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Crow: City of Angels, The (1996)|You So Crazy (1994)
Men in Black (1997)|Gattaca (1997)|Scream (1996)|My Own Private Idaho (1991)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Bad Boys (1995)|Four Weddings and a Funeral (1994)|Donnie Brasco (1997)|In the Name of the Father (1993)|Client, The (1994)|Transformers: The Movie, The (1986)|His Girl Friday (1940)|Bad Moon (1996)|Beautiful Girls (1996)
Rumble in the Bronx (1995)|One Flew Over the Cuckoo's Nest (1975)|Spy Hard (1996)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Body Snatchers (1993)|Mr. Magoo (1997)|Death and the Maiden (1994)
Professional, The (1994)|So I Married an Axe Murderer (1993)|Reservoir Dogs (1992)|Apocalypse Now (1979)|Right Stuff, The (1983)|Spy Hard (1996)|Children of the Corn: The Gathering (1996)|Local Hero (1983)|Rocket Man (1997)|Baby-Sitters Club, The (1995)
Smilla's Sense of Snow (1997)|Marvin's Room (1996)|Absolute Power (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Beautician and the Beast, The (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Theodore Rex (1995)|Rock, The (1996)|Long Kiss Goodnight, The (1996)|River Wild, The (1994)|Crash (1996)|Close Shave, A (1995)|Extreme Measures (1996)|Great White Hype, The (1996)|Rich Man's Wife, The (1996)
Aliens (1986)|Young Guns (1988)|Beavis and Butt-head Do America (1996)|Men in Black (1997)|Midnight in the Garden of Good and Evil (1997)|Edge, The (1997)|Forbidden Planet (1956)|Big Sleep, The (1946)|Rob Roy (1995)|Hour of the Pig, The (1993)
Marvin's Room (1996)|Hoodlum (1997)|Wings of the Dove, The (1997)|Crash (1996)|Edge, The (1997)|Kiss the Girls (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|MatchMaker, The (1997)|You So Crazy (1994)
Copycat (1995)|Birdcage, The (1996)|Sabrina (1995)|Time to Kill, A (1996)|Deconstructing Harry (1997)|Wedding Singer, The (1998)|Muriel's Wedding (1994)|People vs. Larry Flynt, The (1996)|Two Bits (1995)|Unzipped (1995)
Snow White and the Seven Dwarfs (1937)|Supercop (1992)|Swingers (1996)|Wrong Trousers, The (1993)|Amadeus (1984)|Men in Black (1997)|Transformers: The Movie, The (1986)|Annie Hall (1977)|Kalifornia (1993)
Hoop Dreams (1994)|Dances with Wolves (1990)|Silence of the Lambs, The (1991)|Groundhog Day (1993)|Mimic (1997)|Deceiver (1997)|Star Trek V: The Final Frontier (1989)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Little Lord Fauntleroy (1936)
Seven (Se7en) (1995)|Jurassic Park (1993)|Dead Poets Society (1989)|Cyrano de Bergerac (1990)|Starship Troopers (1997)|Hoodlum (1997)|Air Force One (1997)|G.I. Jane (1997)|Deep Rising (1998)|2 Days in the Valley (1996)
I.Q. (1994)|Kolya (1996)|Men in Black (1997)|Secrets & Lies (1996)|Tombstone (1993)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Clear and Present Danger (1994)|Fire on the Mountain (1996)|You So Crazy (1994)
Spitfire Grill, The (1996)|GoodFellas (1990)|Naked Gun 33 1/3: The Final Insult (1994)|To Kill a Mockingbird (1962)|Some Like It Hot (1959)|Rosencrantz and Guildenstern Are Dead (1990)|Somewhere in Time (1980)|City of Angels (1998)|Shiloh (1997)|Drunks (1995)
Spitfire Grill, The (1996)|Apocalypse Now (1979)|Men in Black (1997)|Sabrina (1995)|Sense and Sensibility (1995)|River Wild, The (1994)|Emma (1996)|Ulee's Gold (1997)|Midnight in the Garden of Good and Evil (1997)|Apt Pupil (1998)
Rumble in the Bronx (1995)|Terminator 2: Judgment Day (1991)|Breakfast at Tiffany's (1961)|Gone with the Wind (1939)|Bedknobs and Broomsticks (1971)|Raging Bull (1980)|Dead Poets Society (1989)|This Is Spinal Tap (1984)|People vs. Larry Flynt, The (1996)|Laura (1944)
Sleepless in Seattle (1993)|Gone with the Wind (1939)|On Golden Pond (1981)|Abyss, The (1989)|Wrong Trousers, The (1993)|Blues Brothers, The (1980)|Marvin's Room (1996)|Touch of Evil (1958)|MatchMaker, The (1997)|Bullets Over Broadway (1994)
Postino, Il (1994)|Rumble in the Bronx (1995)|Nightmare on Elm Street, A (1984)|Heat (1995)|Sabrina (1995)|Courage Under Fire (1996)|Wyatt Earp (1994)|Pretty Woman (1990)|Beautiful Girls (1996)|How to Make an American Quilt (1995)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|I.Q. (1994)|Bedknobs and Broomsticks (1971)|Delicatessen (1991)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Sense and Sensibility (1995)|House of the Spirits, The (1993)|Switchback (1997)
True Romance (1993)|Operation Dumbo Drop (1995)|Cold Comfort Farm (1995)|Supercop (1992)|When the Cats Away (Chacun cherche son chat) (1996)|Men in Black (1997)|Tin Cup (1996)|Secrets & Lies (1996)|That Thing You Do! (1996)|I Shot Andy Warhol (1996)
Braveheart (1995)|Four Weddings and a Funeral (1994)|Silence of the Lambs, The (1991)|Snow White and the Seven Dwarfs (1937)|Jean de Florette (1986)|Raiders of the Lost Ark (1981)|Dead Poets Society (1989)|Highlander (1986)|Third Man, The (1949)|Once Upon a Time in the West (1969)
Men in Black (1997)|Starship Troopers (1997)|Apt Pupil (1998)|Lost Highway (1997)|Spice World (1997)|One Flew Over the Cuckoo's Nest (1975)|Stephen King's The Langoliers (1995)|Leave It to Beaver (1997)|Benny & Joon (1993)|Eve's Bayou (1997)
unknown|Incognito (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|Tomorrow Never Dies (1997)|Picture Perfect (1997)|You So Crazy (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Braveheart (1995)|Free Willy (1993)|Clockwork Orange, A (1971)|Sting, The (1973)|Field of Dreams (1989)|James and the Giant Peach (1996)|Fly Away Home (1996)|American in Paris, An (1951)|Fried Green Tomatoes (1991)
Seven (Se7en) (1995)|Professional, The (1994)|Forrest Gump (1994)|Swingers (1996)|Raiders of the Lost Ark (1981)|Sting, The (1973)|Star Trek VI: The Undiscovered Country (1991)|Aladdin and the King of Thieves (1996)|City of Angels (1998)|Switchback (1997)
Last of the Mohicans, The (1992)|unknown|Starship Troopers (1997)|In & Out (1997)|L.A. Confidential (1997)|Amistad (1997)|Money Talks (1997)|Afterglow (1997)|Twisted (1996)|Duoluo tianshi (1995)
Dances with Wolves (1990)|Gone with the Wind (1939)|Dead Poets Society (1989)|In & Out (1997)|In the Name of the Father (1993)|Children of the Corn: The Gathering (1996)|Roman Holiday (1953)|Sunset Blvd. (1950)|African Queen, The (1951)|American in Paris, An (1951)
Silence of the Lambs, The (1991)|Lone Star (1996)|Princess Bride, The (1987)|Unforgiven (1992)|Field of Dreams (1989)|Vertigo (1958)|Apartment, The (1960)|Ben-Hur (1959)|In the Line of Fire (1993)|Pretty Woman (1990)
Braveheart (1995)|Shawshank Redemption, The (1994)|Crow, The (1994)|Lion King, The (1994)|Home Alone (1990)|Client, The (1994)|Aladdin and the King of Thieves (1996)|Some Like It Hot (1959)|His Girl Friday (1940)|Corrina, Corrina (1994)
Rock, The (1996)|Delicatessen (1991)|Princess Bride, The (1987)|Akira (1988)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Wes Craven's New Nightmare (1994)
Home Alone (1990)|Terminator 2: Judgment Day (1991)|Dances with Wolves (1990)|Breakfast at Tiffany's (1961)|Sleeper (1973)|Delicatessen (1991)|This Is Spinal Tap (1984)|Star Trek VI: The Undiscovered Country (1991)|Ran (1985)|Inspector General, The (1949)
Free Willy (1993)|Spitfire Grill, The (1996)|Delicatessen (1991)|Clockwork Orange, A (1971)|Unforgiven (1992)|Star Trek: First Contact (1996)|Johnny Mnemonic (1995)|Great Day in Harlem, A (1994)|When We Were Kings (1996)|Metro (1997)
Rumble in the Bronx (1995)|Spitfire Grill, The (1996)|Apocalypse Now (1979)|When the Cats Away (Chacun cherche son chat) (1996)|Scream (1996)|Evita (1996)|Courage Under Fire (1996)|Annie Hall (1977)|Unforgettable (1996)
Gattaca (1997)|Hoodlum (1997)|Crash (1996)|Game, The (1997)|Benny & Joon (1993)|Love Jones (1997)|Money Talks (1997)|That Darn Cat! (1997)|Life Less Ordinary, A (1997)|Wild America (1997)
Citizen Kane (1941)|Dirty Dancing (1987)|Princess Bride, The (1987)|Army of Darkness (1993)|Jerry Maguire (1996)|L.A. Confidential (1997)|Client, The (1994)|Third Man, The (1949)|American in Paris, An (1951)|Crying Game, The (1992)
Three Colors: Red (1994)|Wrong Trousers, The (1993)|Cinema Paradiso (1988)|12 Angry Men (1957)|My Left Foot (1989)|Lawrence of Arabia (1962)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|City of Angels (1998)|You So Crazy (1994)
Men in Black (1997)|Wings of the Dove, The (1997)|Murder at 1600 (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|MatchMaker, The (1997)|You So Crazy (1994)
Men in Black (1997)|Donnie Brasco (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Babe (1995)|Murder at 1600 (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
River Wild, The (1994)|Clueless (1995)|Jack (1996)|Free Willy 3: The Rescue (1997)|Waterworld (1995)|Speed (1994)|Wolf (1994)|Unzipped (1995)|Safe (1995)|August (1996)
Hoop Dreams (1994)|Field of Dreams (1989)|Heat (1995)|Scream (1996)|3 Ninjas: High Noon At Mega Mountain (1998)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|G.I. Jane (1997)|Star Trek: Generations (1994)|Streetcar Named Desire, A (1951)|Corrina, Corrina (1994)
Mighty Aphrodite (1995)|Secrets & Lies (1996)|Schindler's List (1993)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Kalifornia (1993)|Booty Call (1997)|Night Falls on Manhattan (1997)
Three Colors: Blue (1993)|Santa Clause, The (1994)|Hudsucker Proxy, The (1994)|Raiders of the Lost Ark (1981)|Psycho (1960)|Star Trek III: The Search for Spock (1984)|Austin Powers: International Man of Mystery (1997)|Sense and Sensibility (1995)|James and the Giant Peach (1996)|To Catch a Thief (1955)
Steel (1997)|L.A. Confidential (1997)|Fly Away Home (1996)|Ice Storm, The (1997)|Bean (1997)|Incognito (1997)|My Own Private Idaho (1991)|Saint, The (1997)|Half Baked (1998)|Deceiver (1997)
Ref, The (1994)|Gone with the Wind (1939)|Empire Strikes Back, The (1980)|Brazil (1985)|Return of the Jedi (1983)|Sabrina (1995)|People vs. Larry Flynt, The (1996)|Magnificent Seven, The (1954)|What Happened Was... (1994)
Silence of the Lambs, The (1991)|Cold Comfort Farm (1995)|Cop Land (1997)|Nutty Professor, The (1996)|Clear and Present Danger (1994)|Hour of the Pig, The (1993)|In the Line of Fire (1993)|Beautiful Girls (1996)|City of Angels (1998)|Charade (1963)
Last of the Mohicans, The (1992)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|One Night Stand (1997)|You So Crazy (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Crow, The (1994)|Delicatessen (1991)|Godfather: Part II, The (1974)|Akira (1988)|Men in Black (1997)|Vertigo (1958)|Gandhi (1982)|Switchback (1997)
Seven (Se7en) (1995)|Professional, The (1994)|Quiz Show (1994)|Santa Clause, The (1994)|Basic Instinct (1992)|Princess Bride, The (1987)|Raging Bull (1980)|Burnt Offerings (1976)|Fly Away Home (1996)|Cool Hand Luke (1967)
I.Q. (1994)|Rock, The (1996)|Swingers (1996)|Apocalypse Now (1979)|Chasing Amy (1997)|Sabrina (1995)|Ulee's Gold (1997)|Stephen King's The Langoliers (1995)|Adventures of Pinocchio, The (1996)|You So Crazy (1994)
Free Willy (1993)|Snow White and the Seven Dwarfs (1937)|Army of Darkness (1993)|Unforgiven (1992)|Young Frankenstein (1974)|Notorious (1946)|Wings of Desire (1987)|Beauty and the Beast (1991)|The Innocent (1994)|Renaissance Man (1994)
Muppet Treasure Island (1996)|Professional, The (1994)|GoodFellas (1990)|Blues Brothers, The (1980)|Dead Poets Society (1989)|This Is Spinal Tap (1984)|Men in Black (1997)|Jackie Brown (1997)|Village of the Damned (1995)|Ghosts of Mississippi (1996)
Starship Troopers (1997)|Marvin's Room (1996)|Donnie Brasco (1997)|Hoodlum (1997)|Midnight in the Garden of Good and Evil (1997)|Jackie Brown (1997)|Deep Rising (1998)|Ma vie en rose (My Life in Pink) (1997)|Eye for an Eye (1996)|Adventures of Pinocchio, The (1996)
Contact (1997)|Absolute Power (1997)|Donnie Brasco (1997)|Cop Land (1997)|Wag the Dog (1997)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Career Girls (1997)|You So Crazy (1994)
Spitfire Grill, The (1996)|Scream (1996)|Midnight in the Garden of Good and Evil (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)|Amistad (1997)
Dances with Wolves (1990)|Princess Bride, The (1987)|Apocalypse Now (1979)|Blues Brothers, The (1980)|Unbearable Lightness of Being, The (1988)|Ben-Hur (1959)|American in Paris, An (1951)|Touch of Evil (1958)|Ruby in Paradise (1993)|Two Much (1996)
White Balloon, The (1995)|Princess Bride, The (1987)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Tales from the Hood (1995)|You So Crazy (1994)
Three Colors: Blue (1993)|Empire Strikes Back, The (1980)|Army of Darkness (1993)|Men in Black (1997)|In & Out (1997)|Brady Bunch Movie, The (1995)|Like Water For Chocolate (Como agua para chocolate) (1992)|Kalifornia (1993)|Dark City (1998)|Crow: City of Angels, The (1996)
White Balloon, The (1995)|Dances with Wolves (1990)|Sleeper (1973)|Henry V (1989)|James and the Giant Peach (1996)|Maltese Falcon, The (1941)|People vs. Larry Flynt, The (1996)|Annie Hall (1977)|Chinatown (1974)|Threesome (1994)
River Wild, The (1994)|Donnie Brasco (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Mary Shelley's Frankenstein (1994)|Fan, The (1996)|Beautiful Girls (1996)
I.Q. (1994)|Delicatessen (1991)|Godfather: Part II, The (1974)|Jerry Maguire (1996)|Liar Liar (1997)|Ulee's Gold (1997)|G.I. Jane (1997)|Crossing Guard, The (1995)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Wes Craven's New Nightmare (1994)
Santa Clause, The (1994)|2001: A Space Odyssey (1968)|Private Benjamin (1980)|Henry V (1989)|Cinderella (1950)|Casablanca (1942)|Magnificent Seven, The (1954)|Third Man, The (1949)|Treasure of the Sierra Madre, The (1948)|House of the Spirits, The (1993)
Ref, The (1994)|Silence of the Lambs, The (1991)|Empire Strikes Back, The (1980)|GoodFellas (1990)|Army of Darkness (1993)|Raging Bull (1980)|Star Trek III: The Search for Spock (1984)|Mary Poppins (1964)|39 Steps, The (1935)|Inspector General, The (1949)
Quiz Show (1994)|Aladdin (1992)|Spitfire Grill, The (1996)|Private Benjamin (1980)|Army of Darkness (1993)|Jackie Brown (1997)|Miller's Crossing (1990)|My Life as a Dog (Mitt liv som hund) (1985)|Castle Freak (1995)|Geronimo: An American Legend (1993)
Babe (1995)|Mighty Aphrodite (1995)|Ref, The (1994)|Snow White and the Seven Dwarfs (1937)|Men in Black (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Philadelphia (1993)|Dead Man (1995)|Booty Call (1997)|Guilty as Sin (1993)
